"X","Y","Species","DBH_cm","ba_m2","grp_id","grp_size","grp_nm","tree_id","weight"
146.6,21.6,"PIEN",29.21,0.0670120641106441,"d0020",14,"10-15 trees",271,221.233296775782
113.3,21.9,"PSME",14.224,0.0158903465444975,"c0041",8,"5-9 trees",282,69.9575819362394
151.4,22.3,"PSME",21.59,0.0366096153647942,"d0020",14,"10-15 trees",290,136.396814528871
22.8,22.4,"PIEN",6.35,0.00316692174435936,"c0042",8,"5-9 trees",291,19.2503203210012
136.4,22.5,"PIPU",3.556,0.000993146659031096,"b0111",3,"2-4 trees",294,7.61270154517849
28.3,22.6,"PIPO",19.558,0.0300426864356906,"c0042",8,"5-9 trees",295,116.444533906343
171.8,22.6,"PSME",16.764,0.022072177789487,"c0034",9,"5-9 trees",297,90.9922163370198
119.3,22.8,"PSME",20.828,0.0340710108945157,"b0109",2,"2-4 trees",299,128.776349701634
110,22.9,"PSME",43.942,0.15165248141909,"c0041",8,"5-9 trees",303,425.214153267096
173.7,22.9,"PIPU",2.286,0.000410433058068973,"c0034",9,"5-9 trees",306,3.75423938681759
173.1,23.1,"PSME",25.654,0.0516892299427357,"c0034",9,"5-9 trees",311,179.741410169007
153.3,23.3,"PIFL2",2.286,0.000410433058068973,"d0020",14,"10-15 trees",314,3.75423938681759
112.1,24,"PIPU",15.748,0.0194778354965078,"c0041",8,"5-9 trees",327,82.3304804480007
149.8,24.1,"PIEN",8.636,0.00585753845836707,"d0020",14,"10-15 trees",331,31.4847474378953
184.8,24.1,"PIPU",1.778,0.000248286664757774,"b0083",4,"2-4 trees",332,2.51125497780401
56.7,24.5,"PIPO",23.622,0.0438251298671426,"a0205",1,"single",339,157.509467867509
25.5,24.6,"PIEN",25.908,0.0527178461253037,"c0042",8,"5-9 trees",342,182.597245308451
110.2,24.7,"PIEN",4.318,0.00146438461459177,"c0041",8,"5-9 trees",343,10.3860933282474
197.3,24.8,"PIEN",20.828,0.0340710108945157,"c0040",5,"5-9 trees",348,128.776349701634
111.8,24.9,"POTR",19.812,0.0308280830282918,"c0041",8,"5-9 trees",349,118.873571451574
28.1,25,"PIEN",13.208,0.0137013702347963,"c0042",8,"5-9 trees",351,62.1354283185709
38.4,26,"PIEN",2.286,0.000410433058068973,"b0126",4,"2-4 trees",373,3.75423938681759
170.6,26.4,"POTR",7.62,0.00456036731187748,"c0034",9,"5-9 trees",385,25.7708031823288
111.3,26.5,"PIEN",14.478,0.0164629259958777,"c0041",8,"5-9 trees",387,71.9670524479585
185.2,26.8,"PSME",43.18,0.146438461459177,"b0083",4,"2-4 trees",392,413.477822801311
41.9,26.9,"PIEN",10.16,0.00810731966555996,"b0126",4,"2-4 trees",394,40.8347529747354
25.1,27.3,"POTR",12.192,0.0116745403184063,"c0042",8,"5-9 trees",403,54.6663309681585
23.6,27.4,"POTR",10.16,0.00810731966555996,"c0042",8,"5-9 trees",406,40.8347529747354
26.9,27.4,"PIPO",28.194,0.0624314284996027,"c0042",8,"5-9 trees",407,209.050260299898
65.7,27.5,"PIPO",44.958,0.158746386126455,"b0105",4,"2-4 trees",410,441.053398423128
107.3,27.7,"POTR",13.97,0.0153279012426993,"c0041",8,"5-9 trees",414,67.9695273295393
197.2,27.7,"PIPO",30.48,0.0729658769900397,"c0040",5,"5-9 trees",415,236.823033779947
23.4,27.8,"PIEN",14.478,0.0164629259958777,"c0042",8,"5-9 trees",416,71.9670524479585
173.3,28,"POTR",12.192,0.0116745403184063,"c0034",9,"5-9 trees",420,54.6663309681585
199.7,28,"POTR",9.398,0.00693682538884474,"c0040",5,"5-9 trees",422,36.045969019139
64.7,28.1,"PIEN",12.954,0.0131794615313259,"b0105",4,"2-4 trees",423,60.2346274174601
107.4,28.3,"PIEN",20.32,0.0324292786622399,"c0041",8,"5-9 trees",433,123.787823146332
88.7,28.5,"PIPO",31.75,0.079173043608984,"b0148",3,"2-4 trees",436,252.807507833943
187.8,28.5,"POTR",10.16,0.00810731966555996,"b0083",4,"2-4 trees",440,40.8347529747354
88.3,28.7,"PIEN",7.874,0.00486945887412695,"b0148",3,"2-4 trees",442,27.1589300622175
46.6,28.8,"POTR",10.414,0.00851775272362894,"b0126",4,"2-4 trees",448,42.4803530379405
66,29,"POTR",13.716,0.014775590090483,"b0105",4,"2-4 trees",453,66.0030435502607
44.7,29.1,"POTR",13.97,0.0153279012426993,"b0126",4,"2-4 trees",458,67.9695273295393
10.3,29.2,"PIPO",29.464,0.0681825583873593,"b0089",2,"2-4 trees",461,224.319345610657
185.9,29.4,"PSME",22.606,0.0401362994193128,"b0083",4,"2-4 trees",468,146.810783773453
164.9,29.5,"PIPO",34.29,0.0923474380655189,"b0081",4,"2-4 trees",472,285.935432933798
134.7,29.6,"PIEN",18.796,0.027747301555379,"b0171",3,"2-4 trees",476,109.270944796459
134.8,29.6,"PIPO",21.844,0.0374760851540509,"b0171",3,"2-4 trees",477,138.973331479546
197.5,29.7,"PIEN",26.67,0.0558644995704991,"c0040",5,"5-9 trees",480,191.265581466885
135.7,30,"PIEN",3.048,0.000729658769900397,"b0171",3,"2-4 trees",488,5.94872565220784
197.1,30.3,"PSME",10.16,0.00810731966555996,"c0040",5,"5-9 trees",497,40.8347529747354
64.7,30.5,"POTR",16.51,0.0214083909918693,"b0105",4,"2-4 trees",502,88.7963914804711
89.7,30.5,"POTR",7.112,0.00397258663612438,"b0148",3,"2-4 trees",503,23.0773956958527
7.9,30.8,"PSME",28.956,0.0658517039835108,"b0089",2,"2-4 trees",509,218.163307276587
163.1,31.4,"PSME",21.336,0.0357532797251194,"b0081",4,"2-4 trees",520,133.838421009024
148.5,32,"PSME",20.32,0.0324292786622399,"c0064",7,"5-9 trees",538,123.787823146332
150.9,32.8,"PSME",31.242,0.0766597745126604,"c0064",7,"5-9 trees",560,246.366767265927
163.7,32.9,"PIEN",8.89,0.00620716661894435,"b0081",4,"2-4 trees",563,32.9794051157481
82,33.1,"PIPU",3.81,0.00114009182796937,"c0024",8,"5-9 trees",568,8.50119466651352
82.7,33.2,"POTR",12.192,0.0116745403184063,"c0024",8,"5-9 trees",571,54.6663309681585
164.9,33.2,"PIEN",3.302,0.000856335639674771,"b0081",4,"2-4 trees",573,6.76150401542223
79.3,33.3,"PIFL2",4.826,0.00182921399954197,"c0024",8,"5-9 trees",577,12.4090835343443
148.3,33.5,"PIPO",34.798,0.0951039267518094,"c0064",7,"5-9 trees",584,292.743225757139
82.3,33.6,"PIPO",35.306,0.0979009520364275,"c0024",8,"5-9 trees",585,299.610912297119
54.7,33.7,"PIPO",37.846,0.112494127434435,"d0018",13,"10-15 trees",587,334.835869633147
82.1,33.8,"POTR",6.35,0.00316692174435936,"c0024",8,"5-9 trees",590,19.2503203210012
56.7,34.1,"POTR",9.398,0.00693682538884474,"d0018",13,"10-15 trees",600,36.045969019139
84.9,34.4,"PSME",29.21,0.0670120641106441,"c0024",8,"5-9 trees",606,221.233296775782
27,34.5,"PSME",6.604,0.00342534255869908,"b0123",4,"2-4 trees",608,20.4970473014041
31.4,34.5,"POTR",8.636,0.00585753845836707,"b0123",4,"2-4 trees",609,31.4847474378953
147.4,34.7,"PIEN",2.794,0.000613116049707972,"c0064",7,"5-9 trees",615,5.17561833654136
26.1,35,"PIEN",4.826,0.00182921399954197,"b0123",4,"2-4 trees",617,12.4090835343443
53,35,"PIPU",21.59,0.0366096153647942,"d0018",13,"10-15 trees",618,136.396814528871
53.4,35.1,"PSME",10.414,0.00851775272362894,"d0018",13,"10-15 trees",623,42.4803530379405
56.4,35.3,"POTR",17.018,0.0227460987366867,"d0018",13,"10-15 trees",629,93.2080947894287
29.5,35.4,"POTR",29.21,0.0670120641106441,"b0123",4,"2-4 trees",633,221.233296775782
83.1,35.5,"PSME",24.638,0.0476761067082836,"c0024",8,"5-9 trees",641,168.487901573462
51.7,35.6,"PIEN",9.652,0.00731685599816787,"d0018",13,"10-15 trees",645,37.6173069764342
177.7,35.7,"PIPU",26.924,0.0569336523513948,"b0099",2,"2-4 trees",647,194.188421282889
82.4,36.1,"PIEN",19.558,0.0300426864356906,"c0024",8,"5-9 trees",658,116.444533906343
179.7,36.4,"POTR",20.066,0.0316236137704748,"b0099",2,"2-4 trees",666,121.321366311725
56,36.8,"PSME",20.32,0.0324292786622399,"d0018",13,"10-15 trees",673,123.787823146332
171.7,37.1,"PIEN",17.018,0.0227460987366867,"a0203",1,"single",681,93.2080947894287
72.2,37.3,"POTR",19.812,0.0308280830282918,"c0058",9,"5-9 trees",684,118.873571451574
130.9,37.3,"PIPO",25.654,0.0516892299427357,"c0056",9,"5-9 trees",685,179.741410169007
148.9,37.3,"PIFL2",13.97,0.0153279012426993,"c0064",7,"5-9 trees",686,67.9695273295393
51.7,37.4,"PIEN",11.938,0.0111931682132637,"d0018",13,"10-15 trees",689,52.8555406234571
53.8,37.5,"PSME",47.752,0.17909069141222,"d0018",13,"10-15 trees",690,485.720580533153
159.4,37.5,"PIPO",14.478,0.0164629259958777,"b0168",2,"2-4 trees",694,71.9670524479585
144.8,37.6,"PIEN",25.654,0.0516892299427357,"c0064",7,"5-9 trees",698,179.741410169007
72.7,38.1,"PIPO",25.4,0.0506707479097498,"c0058",9,"5-9 trees",704,176.902490287201
197.2,38.1,"PIPO",18.796,0.027747301555379,"a0183",1,"single",707,109.270944796459
129.1,38.2,"POTR",11.43,0.0102608264517243,"c0056",9,"5-9 trees",708,49.3030706693208
159.6,38.2,"PIEN",14.732,0.0170456395968398,"b0168",2,"2-4 trees",709,73.9977877681652
54.3,38.3,"PIEN",29.464,0.0681825583873593,"d0018",13,"10-15 trees",711,224.319345610657
54.2,38.7,"PIEN",11.684,0.0107219302577031,"d0018",13,"10-15 trees",717,51.0677210307142
146.5,38.7,"PIEN",10.922,0.00936902128851274,"c0064",7,"5-9 trees",718,45.8441025684311
131.1,38.9,"PSME",10.668,0.00893831993127986,"c0056",9,"5-9 trees",722,44.15021382169
133.7,38.9,"PIPO",40.386,0.128100717790638,"c0056",9,"5-9 trees",723,371.509005363059
50.2,39,"PIEN",1.016,8.10731966555997e-05,"d0018",13,"10-15 trees",724,1.02572261931283
13,39.3,"PIEN",13.462,0.0142334130878487,"b0128",4,"2-4 trees",733,64.0582895158179
17.8,39.3,"PIPO",52.832,0.219221923756741,"b0128",4,"2-4 trees",734,570.998914372629
132.3,39.3,"PIEN",11.176,0.00980985679532756,"c0056",9,"5-9 trees",735,47.5617941542204
190.4,39.4,"PIEN",8.128,0.00518868458595838,"b0155",3,"2-4 trees",741,28.5741889289076
37,39.5,"PIPO",9.906,0.00770702075707294,"c0045",6,"5-9 trees",742,39.2136544780448
72.6,39.6,"PIEN",7.366,0.00426140989920996,"c0058",9,"5-9 trees",745,24.4101665849469
123.2,39.6,"PSME",1.016,8.10731966555997e-05,"b0176",3,"2-4 trees",746,1.02572261931283
188,39.6,"PIPO",3.048,0.000729658769900397,"b0155",3,"2-4 trees",747,5.94872565220784
130.9,39.9,"PIPU",2.794,0.000613116049707972,"c0056",9,"5-9 trees",758,5.17561833654136
189.2,40,"PSME",28.702,0.0647014780059595,"b0155",3,"2-4 trees",761,215.109433315022
65.8,40.2,"PIPO",16.51,0.0214083909918693,"c0058",9,"5-9 trees",762,88.7963914804711
35.6,40.3,"PSME",29.464,0.0681825583873593,"c0045",6,"5-9 trees",763,224.319345610657
54.2,40.4,"PIEN",9.398,0.00693682538884474,"d0018",13,"10-15 trees",766,36.045969019139
68.6,40.5,"PIPO",13.716,0.014775590090483,"c0058",9,"5-9 trees",771,66.0030435502607
15.4,40.7,"POTR",28.956,0.0658517039835108,"b0128",4,"2-4 trees",775,218.163307276587
134.2,40.7,"PIEN",11.176,0.00980985679532756,"c0056",9,"5-9 trees",780,47.5617941542204
37.9,40.8,"PIPO",24.638,0.0476761067082836,"c0045",6,"5-9 trees",781,168.487901573462
108.1,40.9,"PSME",1.524,0.000182414692475099,"d0013",11,"10-15 trees",785,1.96234763927647
38.9,41,"POTR",14.986,0.0176384873473839,"c0045",6,"5-9 trees",787,76.0496404670287
113,41.1,"PIPU",24.13,0.0457303499885492,"d0013",11,"10-15 trees",792,162.964014650622
66,41.2,"PIEN",1.524,0.000182414692475099,"c0058",9,"5-9 trees",796,1.96234763927647
109.2,41.2,"PSME",14.732,0.0170456395968398,"d0013",11,"10-15 trees",797,73.9977877681652
69.3,41.3,"PIEN",18.288,0.0262677157164143,"c0058",9,"5-9 trees",801,104.584166814162
116.1,41.4,"POTR",10.922,0.00936902128851274,"d0013",11,"10-15 trees",803,45.8441025684311
130.5,41.4,"POTR",30.48,0.0729658769900397,"c0056",9,"5-9 trees",804,236.823033779947
133.2,41.4,"PIEN",1.016,8.10731966555997e-05,"c0056",9,"5-9 trees",805,1.02572261931283
123.9,41.6,"PIPU",4.572,0.00164173223227589,"b0176",3,"2-4 trees",808,11.3807256664905
123,41.8,"POTR",17.78,0.0248286664757774,"b0176",3,"2-4 trees",815,99.9748613751942
14.7,42.6,"PIEN",1.27,0.000126676869774374,"b0128",4,"2-4 trees",830,1.46583792402465
35.6,42.8,"PIPU",4.826,0.00182921399954197,"c0045",6,"5-9 trees",838,12.4090835343443
39,43,"PIPU",4.826,0.00182921399954197,"c0045",6,"5-9 trees",844,12.4090835343443
65,43,"PIPO",6.096,0.00291863507960159,"c0058",9,"5-9 trees",845,18.0331640413536
110,43.1,"PIEN",15.494,0.0188545852972179,"d0013",11,"10-15 trees",849,80.2161257237514
25.4,43.4,"PSME",7.62,0.00456036731187748,"d0010",13,"10-15 trees",856,25.7708031823288
110.5,43.5,"PIPU",5.842,0.00268048256442576,"d0013",11,"10-15 trees",858,16.8460654712927
69.1,43.6,"POTR",12.7,0.0126676869774374,"c0058",9,"5-9 trees",860,58.3560588423466
111.5,43.9,"PIEN",7.62,0.00456036731187748,"d0013",11,"10-15 trees",866,25.7708031823288
177.4,44.7,"PIEN",19.558,0.0300426864356906,"b0104",2,"2-4 trees",885,116.444533906343
29.1,44.9,"PIPU",4.572,0.00164173223227589,"d0010",13,"10-15 trees",887,11.3807256664905
155.1,45,"PSME",37.592,0.110989206221516,"a0200",1,"single",890,331.247562532473
179.2,45.3,"PSME",20.32,0.0324292786622399,"b0104",2,"2-4 trees",899,123.787823146332
167.4,45.7,"PIEN",19.304,0.0292674239926715,"a0193",1,"single",905,114.034350743377
27.2,46.3,"PIPO",37.338,0.109494419158178,"d0010",13,"10-15 trees",919,327.673773252175
114.6,46.3,"PSME",36.83,0.106535247480249,"d0013",11,"10-15 trees",921,320.569906227454
107.1,46.7,"PIEN",4.572,0.00164173223227589,"d0013",11,"10-15 trees",936,11.3807256664905
20.6,46.8,"POTR",28.702,0.0647014780059595,"d0010",13,"10-15 trees",938,215.109433315022
129.1,47.4,"PSME",24.13,0.0457303499885492,"a0189",1,"single",955,162.964014650622
11.5,47.8,"PSME",21.082,0.0349070782350266,"c0048",8,"5-9 trees",962,131.298236918595
96.7,47.8,"POTR",12.954,0.0131794615313259,"b0122",2,"2-4 trees",965,60.2346274174601
108.8,47.9,"PIEN",25.4,0.0506707479097498,"d0013",11,"10-15 trees",968,176.902490287201
25.6,48.4,"PSME",22.86,0.0410433058068973,"d0010",13,"10-15 trees",973,149.458961986645
14.9,48.8,"PIEN",28.702,0.0647014780059595,"c0048",8,"5-9 trees",982,215.109433315022
109.4,48.9,"PIEN",9.652,0.00731685599816787,"d0013",11,"10-15 trees",983,37.6173069764342
22.2,49,"PIEN",2.54,0.000506707479097498,"d0010",13,"10-15 trees",986,4.44358965052675
98.6,49.4,"PIPO",26.924,0.0569336523513948,"b0122",2,"2-4 trees",990,194.188421282889
12.5,50.3,"PIPO",3.302,0.000856335639674771,"c0048",8,"5-9 trees",1005,6.76150401542223
39.2,50.6,"PIEN",21.336,0.0357532797251194,"b0120",4,"2-4 trees",1015,133.838421009024
59.6,50.7,"PIEN",1.27,0.000126676869774374,"b0084",3,"2-4 trees",1017,1.46583792402465
30.9,51,"PIEN",1.27,0.000126676869774374,"d0010",13,"10-15 trees",1024,1.46583792402465
11.7,51.1,"PIEN",6.604,0.00342534255869908,"c0048",8,"5-9 trees",1027,20.4970473014041
21.1,51.2,"PIFL2",2.794,0.000613116049707972,"d0010",13,"10-15 trees",1033,5.17561833654136
172.1,51.2,"PIFL2",16.764,0.022072177789487,"b0112",2,"2-4 trees",1034,90.9922163370198
190.7,51.2,"PSME",14.478,0.0164629259958777,"a0184",1,"single",1035,71.9670524479585
169.9,51.3,"POTR",6.604,0.00342534255869908,"b0112",2,"2-4 trees",1039,20.4970473014041
27.8,51.6,"POTR",16.51,0.0214083909918693,"d0010",13,"10-15 trees",1047,88.7963914804711
63.1,51.6,"PSME",30.48,0.0729658769900397,"b0084",3,"2-4 trees",1048,236.823033779947
61.6,52,"PIEN",6.604,0.00342534255869908,"b0084",3,"2-4 trees",1059,20.4970473014041
21.2,52.3,"PIEN",1.016,8.10731966555997e-05,"d0010",13,"10-15 trees",1066,1.02572261931283
180.9,52.3,"POTR",8.89,0.00620716661894435,"b0124",2,"2-4 trees",1069,32.9794051157481
22,52.6,"PIEN",3.81,0.00114009182796937,"d0010",13,"10-15 trees",1074,8.50119466651352
182.5,52.8,"PIEN",9.652,0.00731685599816787,"b0124",2,"2-4 trees",1083,37.6173069764342
22.1,53.1,"POTR",14.732,0.0170456395968398,"d0010",13,"10-15 trees",1089,73.9977877681652
26,53.3,"PIPU",6.604,0.00342534255869908,"d0010",13,"10-15 trees",1095,20.4970473014041
37.4,54.5,"PSME",11.938,0.0111931682132637,"b0120",4,"2-4 trees",1112,52.8555406234571
37.3,54.6,"PIEN",16.002,0.0201112198453797,"b0120",4,"2-4 trees",1116,84.4653966240764
9.4,55.1,"PIEN",7.62,0.00456036731187748,"c0048",8,"5-9 trees",1129,25.7708031823288
147.4,55.1,"POTR",10.668,0.00893831993127986,"c0057",5,"5-9 trees",1131,44.15021382169
125.8,55.3,"PIPO",13.462,0.0142334130878487,"d0015",11,"10-15 trees",1134,64.0582895158179
197.4,55.6,"POTR",10.16,0.00810731966555996,"b0170",2,"2-4 trees",1140,40.8347529747354
142.5,55.9,"PIEN",13.716,0.014775590090483,"c0057",5,"5-9 trees",1144,66.0030435502607
126.2,56.2,"PIPO",2.54,0.000506707479097498,"d0015",11,"10-15 trees",1150,4.44358965052675
198.2,56.4,"POTR",16.51,0.0214083909918693,"b0170",2,"2-4 trees",1155,88.7963914804711
128.6,56.7,"PIPU",22.86,0.0410433058068973,"d0015",11,"10-15 trees",1163,149.458961986645
14.5,56.9,"PIPO",38.608,0.117069695970686,"c0048",8,"5-9 trees",1168,345.687509145987
125.4,56.9,"PIEN",10.922,0.00936902128851274,"d0015",11,"10-15 trees",1170,45.8441025684311
90.9,57,"POTR",24.13,0.0457303499885492,"b0116",3,"2-4 trees",1172,162.964014650622
15.8,57.3,"POTR",11.938,0.0111931682132637,"c0048",8,"5-9 trees",1180,52.8555406234571
68,57.4,"PIEN",32.258,0.0817268493036354,"d0021",15,"10-15 trees",1184,259.310379117382
88.9,57.5,"PIPO",22.352,0.0392394271813102,"b0116",3,"2-4 trees",1188,144.180398665019
125.8,57.7,"PIEN",1.27,0.000126676869774374,"d0015",11,"10-15 trees",1193,1.46583792402465
15.8,57.8,"PSME",22.352,0.0392394271813102,"c0048",8,"5-9 trees",1195,144.180398665019
33.8,57.8,"POTR",14.732,0.0170456395968398,"b0120",4,"2-4 trees",1196,73.9977877681652
