"X","Y","Species","DBH_cm","ba_m2","grp_id","grp_size","grp_nm","tree_id","weight"
107.1,170.9,"PIPO",15.24,0.0182414692475099,"b0106",4,"2-4 trees",3762,78.1224666314692
12.3,171,"PIEN",6.604,0.00342534255869908,"d0004",11,"10-15 trees",3765,20.4970473014041
182.8,171.3,"POTR",9.652,0.00731685599816787,"b0051",4,"2-4 trees",3775,37.6173069764342
33.6,171.7,"PIPO",59.436,0.277452747254626,"a0198",1,"single",3780,689.41276184129
43.6,172,"PIEN",33.02,0.0856335639674771,"a0176",1,"single",3783,269.180323226586
60.5,172.4,"PSME",39.624,0.123312332113167,"a0300",1,"single",3786,360.357283138818
108.6,172.4,"PIEN",1.27,0.000126676869774374,"b0106",4,"2-4 trees",3789,1.46583792402465
12.1,172.7,"PSME",21.59,0.0366096153647942,"d0004",11,"10-15 trees",3795,136.396814528871
17.9,172.7,"PIPO",6.858,0.00369389752262076,"d0004",11,"10-15 trees",3796,21.7728845249142
18.8,173.3,"PIEN",6.604,0.00342534255869908,"d0004",11,"10-15 trees",3806,20.4970473014041
125.1,173.5,"POTR",15.748,0.0194778354965078,"a0299",1,"single",3810,82.3304804480007
190.5,173.8,"PIEN",22.098,0.0383526890928896,"b0069",2,"2-4 trees",3817,141.567887267438
172.3,174,"PIEN",33.782,0.0896314859775564,"a0228",1,"single",3823,279.18788720561
189.4,174,"PIFL2",11.43,0.0102608264517243,"b0069",2,"2-4 trees",3824,49.3030706693208
82,174.5,"PSME",17.272,0.0234301538334683,"a0161",1,"single",3833,95.4439065680274
71.3,174.6,"PIEN",12.954,0.0131794615313259,"b0095",2,"2-4 trees",3834,60.2346274174601
133.6,175.1,"PSME",34.29,0.0923474380655189,"a0157",1,"single",3842,285.935432933798
73.4,175.7,"PSME",59.182,0.275086423327241,"b0095",2,"2-4 trees",3852,684.704875380122
98.4,175.7,"POTR",8.128,0.00518868458595838,"b0054",3,"2-4 trees",3854,28.5741889289076
3.2,176.8,"PIPU",14.224,0.0158903465444975,"a0236",1,"single",3875,69.9575819362394
96.9,177.7,"PSME",15.24,0.0182414692475099,"b0054",3,"2-4 trees",3896,78.1224666314692
96.7,177.9,"PIEN",17.018,0.0227460987366867,"b0054",3,"2-4 trees",3899,93.2080947894287
164.2,178.4,"POTR",20.32,0.0324292786622399,"a0246",1,"single",3909,123.787823146332
52.5,178.5,"PIPU",14.986,0.0176384873473839,"a0247",1,"single",3911,76.0496404670287
178.3,178.7,"PIEN",8.89,0.00620716661894435,"a0258",1,"single",3916,32.9794051157481
63.7,178.9,"PIEN",3.048,0.000729658769900397,"b0120",4,"2-4 trees",3919,5.94872565220784
156.2,179.1,"PSME",44.45,0.155179165473609,"a0235",1,"single",3925,433.106622546041
65,179.2,"PSME",33.782,0.0896314859775564,"b0120",4,"2-4 trees",3926,279.18788720561
29.8,179.3,"POTR",20.066,0.0316236137704748,"b0096",2,"2-4 trees",3927,121.321366311725
64.8,179.4,"PIPU",13.97,0.0153279012426993,"b0120",4,"2-4 trees",3931,67.9695273295393
63.9,179.7,"POTR",11.176,0.00980985679532756,"b0120",4,"2-4 trees",3936,47.5617941542204
143.7,179.9,"PIPO",13.462,0.0142334130878487,"a0265",1,"single",3943,64.0582895158179
110.1,180.4,"PSME",11.43,0.0102608264517243,"a0291",1,"single",3951,49.3030706693208
77.1,180.9,"POTR",5.842,0.00268048256442576,"e0003",23,"16-25 trees",3956,16.8460654712927
188.2,181,"PSME",42.164,0.139628312940106,"a0279",1,"single",3958,398.021825702242
194.5,181,"POTR",16.002,0.0201112198453797,"b0118",3,"2-4 trees",3959,84.4653966240764
19.8,181.4,"PSME",5.08,0.00202682991638999,"b0062",4,"2-4 trees",3967,13.4704448961551
197.9,181.4,"POTR",15.494,0.0188545852972179,"b0118",3,"2-4 trees",3969,80.2161257237514
82.6,182,"POTR",5.842,0.00268048256442576,"e0003",23,"16-25 trees",3972,16.8460654712927
28.6,182.1,"PSME",13.97,0.0153279012426993,"b0096",2,"2-4 trees",3973,67.9695273295393
75.6,182.5,"PIPU",6.096,0.00291863507960159,"e0003",23,"16-25 trees",3980,18.0331640413536
77.4,182.7,"PSME",14.986,0.0176384873473839,"e0003",23,"16-25 trees",3986,76.0496404670287
197.1,182.7,"PIPU",26.67,0.0558644995704991,"b0118",3,"2-4 trees",3987,191.265581466885
84.6,183.5,"PIPO",27.686,0.0602019155915737,"e0003",23,"16-25 trees",4000,203.056241506231
45.3,183.8,"PIEN",2.54,0.000506707479097498,"a0250",1,"single",4002,4.44358965052675
131.4,183.9,"PSME",13.208,0.0137013702347963,"b0107",2,"2-4 trees",4006,62.1354283185709
83.3,184.1,"PIEN",1.27,0.000126676869774374,"e0003",23,"16-25 trees",4009,1.46583792402465
18.1,184.3,"PIPO",26.162,0.0537565964574535,"b0062",4,"2-4 trees",4011,185.469929173557
92.9,184.4,"PIPU",7.112,0.00397258663612438,"a0264",1,"single",4016,23.0773956958527
129.7,184.4,"PIPO",48.514,0.184851955449558,"b0107",2,"2-4 trees",4017,498.181199733891
81.6,185,"PIEN",2.032,0.000324292786622399,"e0003",23,"16-25 trees",4022,3.1094095334738
15.5,185.2,"POTR",13.716,0.014775590090483,"b0062",4,"2-4 trees",4027,66.0030435502607
84.2,185.6,"PIEN",45.212,0.160545197677251,"e0003",23,"16-25 trees",4036,445.047074215596
75.7,186.1,"POTR",11.176,0.00980985679532756,"e0003",23,"16-25 trees",4042,47.5617941542204
20.9,186.3,"POTR",38.1,0.114009182796937,"b0062",4,"2-4 trees",4045,338.438655501018
72.6,186.5,"PIPO",17.272,0.0234301538334683,"e0003",23,"16-25 trees",4047,95.4439065680274
71.5,186.6,"POTR",18.542,0.0270024415611057,"e0003",23,"16-25 trees",4052,106.917925282965
153.1,186.6,"PIEN",15.748,0.0194778354965078,"a0233",1,"single",4054,82.3304804480007
139.5,186.8,"PIEN",20.828,0.0340710108945157,"a0287",1,"single",4056,128.776349701634
174.1,186.8,"PIEN",27.686,0.0602019155915737,"b0128",3,"2-4 trees",4057,203.056241506231
78.9,187.3,"PIEN",12.954,0.0131794615313259,"e0003",23,"16-25 trees",4061,60.2346274174601
